id,title,company_name,venue,date,exp_year,level,salary,edu,src_pic
119,"Nhân Viên Kinh Doanh Phần Mềm","CÔNG TY CỔ PHẦN HOSCO VIỆT NAM","Hà Nội",03-12-2023,"Dưới 1 năm","Nhân Viên","10 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______0638e73c71305c4be9a0c624b7d18e6c.jpg
120,"Chuyên Viên Kinh Doanh Phần Mềm Bán Hàng",IPOS.vn,"Hải Phòng",21-12-2023,"Không yêu cầu kinh nghiệm","Nhân Viên","12 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______336088e1404763e2d1898d7d4627a5b3.jpg
121,"Thực Tập Sinh Ai Engineer","Công Ty Cổ Phần Phần Mềm Hoàn Cầu",TP.HCM,31/12/2023,"Yêu cầu kinh nghiệm","Cộng tác viên","0.1 - 1 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/56eb814cccfb1_1458274636.jpg
122,"Nhân Viên Kinh Doanh Phần Mềm","Công Ty Cổ Phần Định Gia Nét",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","2 tháng","9 - 20 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/04/27/2465841_vieclam24h_1587953955.png
123,"Lập Trình Viên","Công Ty TNHH Smallpin Logistics Vietnam","Hà Nội",10/12/2023,"Yêu cầu kinh nghiệm","2 tháng","15 - 25 triệu","Đại học","https://cdn1.vieclam24h.vn/images/default/2023/11/21/logo công ty_170055778886.jpg"
124,"Thực Tập Sinh Lập Trình Phần Mềm","Văn Phòng Đại Diện Quận Bình Thạnh- Công Ty Cổ Phần Nhà Ann Home",TP.HCM,05/01/2024,"Yêu cầu kinh nghiệm","Cộng tác viên","2 - 5 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/07/27/z4551940782458_b7c80eff778ab72e03f98898a83b3c26_169044475585.jpg
125,"Nhân Viên IT","Công Ty Cổ Phần Đầu Tư & Phát Triển Tiến Bộ",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","02 tháng","15 - 30 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2022/05/19/images/165293456525.jpeg
126,"Nhân viên tư vấn phần mềm (mức lương 10 - 15 triệu)","Hoàng Hoàng","Quận Lê Chân, Hải Phòng",13-01-2024,"2 năm kinh nghiệm","Nhân Viên","10 - 15 triệu","Đang cập nhật",/images/no_company.png
127,"[Việc làm] kỹ thuật phần mềm 2 - 3.5 triệu","Thu Trang NT","Bình Dương",14-12-2023,"Đang cập nhật","Nhân Viên","2 - 3.5 triệu","Đang cập nhật",/images/no_company.png
128,"Nhân Viên Kinh Doanh Ô Tô Đã Qua Sử DụngCty Cổ Phần Ô Tô Việt Hàn","Cty Cổ Phần Ô Tô Việt Hàn","Thủ Đức, Hồ Chí Minh",20-02-2024,"1 năm kinh nghiệm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
129,"Phiên Dịch Tiếng HànCông ty Cổ phần Đầu tư VJC","Công Ty Cổ Phần Đầu Tư VJC","Từ Sơn, Bắc Ninh",20-02-2024,"Dưới 1 năm","Nhân Viên","17 - 21 triệu","Đang cập nhật",/images/no_company.png
130,"Nhân Viên Sale - Demo Phần Mềm","Mediastep Software VN","Hà Nội",21-12-2023,"1 năm","Nhân Viên","8 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______d4f18c754bee7f6baf7281be164966db.png
131,"Thực Tập Sinh Ai Engineer","Công Ty Cổ Phần Phần Mềm Hoàn Cầu",TP.HCM,31/12/2023,"Yêu cầu kinh nghiệm","Cộng tác viên","0.1 - 1 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/56eb814cccfb1_1458274636.jpg
132,"Nhân Viên Kinh Doanh Phần Mềm","Công Ty Cổ Phần Định Gia Nét",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","2 tháng","9 - 20 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/04/27/2465841_vieclam24h_1587953955.png
133,"Lập Trình Viên","Công Ty TNHH Smallpin Logistics Vietnam","Hà Nội",10/12/2023,"Yêu cầu kinh nghiệm","2 tháng","15 - 25 triệu","Đại học","https://cdn1.vieclam24h.vn/images/default/2023/11/21/logo công ty_170055778886.jpg"
134,"Thực Tập Sinh Lập Trình Phần Mềm","Văn Phòng Đại Diện Quận Bình Thạnh- Công Ty Cổ Phần Nhà Ann Home",TP.HCM,05/01/2024,"Yêu cầu kinh nghiệm","Cộng tác viên","2 - 5 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/07/27/z4551940782458_b7c80eff778ab72e03f98898a83b3c26_169044475585.jpg
135,"Nhân Viên IT","Công Ty Cổ Phần Đầu Tư & Phát Triển Tiến Bộ",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","02 tháng","15 - 30 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2022/05/19/images/165293456525.jpeg
136,"BrSE (Bridge Software Engineer, Japanese)",OCG,"Đống Đa, Hà Nội",22-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
137,"Kỹ Sư Phần Mềm (PHP, Wordpress, Shopify, Javascript)","CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ OZOVN","Hai Bà Trưng, Hà Nội",16-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______a72e88213e44be188d7935e44ddc5f9a.jpg
138,"Nhân viên tư vấn phần mềm (mức lương 10 - 15 triệu)","Hoàng Hoàng","Quận Lê Chân, Hải Phòng",13-01-2024,"2 năm kinh nghiệm","Nhân Viên","10 - 15 triệu","Đang cập nhật",/images/no_company.png
139,"[Việc làm] kỹ thuật phần mềm 2 - 3.5 triệu","Thu Trang NT","Bình Dương",14-12-2023,"Đang cập nhật","Nhân Viên","2 - 3.5 triệu","Đang cập nhật",/images/no_company.png
140,"Nhân Viên Kinh Doanh Ô Tô Đã Qua Sử DụngCty Cổ Phần Ô Tô Việt Hàn","Cty Cổ Phần Ô Tô Việt Hàn","Thủ Đức, Hồ Chí Minh",20-02-2024,"1 năm kinh nghiệm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
141,"Thực Tập Sinh Ai Engineer","Công Ty Cổ Phần Phần Mềm Hoàn Cầu",TP.HCM,31/12/2023,"Yêu cầu kinh nghiệm","Cộng tác viên","0.1 - 1 triệu","Đại học",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/56eb814cccfb1_1458274636.jpg
142,"Nhân Viên Kinh Doanh Phần Mềm","Công Ty Cổ Phần Định Gia Nét",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","2 tháng","9 - 20 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/04/27/2465841_vieclam24h_1587953955.png
143,"Lập Trình Viên","Công Ty TNHH Smallpin Logistics Vietnam","Hà Nội",10/12/2023,"Yêu cầu kinh nghiệm","2 tháng","15 - 25 triệu","Đại học","https://cdn1.vieclam24h.vn/images/default/2023/11/21/logo công ty_170055778886.jpg"
144,"Thực Tập Sinh Lập Trình Phần Mềm","Văn Phòng Đại Diện Quận Bình Thạnh- Công Ty Cổ Phần Nhà Ann Home",TP.HCM,05/01/2024,"Yêu cầu kinh nghiệm","Cộng tác viên","2 - 5 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/07/27/z4551940782458_b7c80eff778ab72e03f98898a83b3c26_169044475585.jpg
145,"Nhân Viên IT","Công Ty Cổ Phần Đầu Tư & Phát Triển Tiến Bộ",TP.HCM,22/12/2023,"Yêu cầu kinh nghiệm","02 tháng","15 - 30 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2022/05/19/images/165293456525.jpeg
146,"Senior Software Engineer (.NET/DevOps/English)",IDealogic,"Quận 3, Hồ Chí Minh",07-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
147,"Full-stack Software Engineer, Travel","Ascenda Loyalty","Thủ Đức, Hồ Chí Minh",27-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
148,"BrSE (Bridge Software Engineer, Japanese)",OCG,"Đống Đa, Hà Nội",22-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
149,"Kỹ Sư Phần Mềm (PHP, Wordpress, Shopify, Javascript)","CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ OZOVN","Hai Bà Trưng, Hà Nội",16-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______a72e88213e44be188d7935e44ddc5f9a.jpg
150,"Nhân viên tư vấn phần mềm (mức lương 10 - 15 triệu)","Hoàng Hoàng","Quận Lê Chân, Hải Phòng",13-01-2024,"2 năm kinh nghiệm","Nhân Viên","10 - 15 triệu","Đang cập nhật",/images/no_company.png
151,"Nhân Viên Video Editor - Tại Gò Vấp (Đi Làm Ngay)","Công Ty TNHH MTV Old Sailor",TP.HCM,30/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","10 - 12 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/asset/home/img/employer/5e43b7b9a938e_1581496249.jpg
152,"[HCM] Digital Executive (Seasonal Contract - 6 Months).","Công Ty TNHH Pizza Việt Nam",TP.HCM,25/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","13 - 15 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/employer_avatar/2021/11/12/images/163671059267.png
153,"Software Engineering","Công Ty TNHH Công Nghệ Startech Ai","Cần Thơ",10/12/2023,"Yêu cầu kinh nghiệm","1 tháng","10 - 20 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2023/10/13/icon_169716538549.png
154,"Thực Tập Sinh Lập Trình App Tại Hà Nội","Công Ty Cổ Phần Dịch Vụ Và Địa Ốc Đất Xanh Miền Bắc","Hà Nội",20/12/2023,"Yêu cầu kinh nghiệm","1 tháng","3 - 5 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2022/08/16/images/166063435762.jpeg
155,"Nhân Viên Lập Trình App Tại Hà Nội","Công Ty Cổ Phần Dịch Vụ Và Địa Ốc Đất Xanh Miền Bắc","Hà Nội",20/12/2023,"Yêu cầu kinh nghiệm","1 tháng","8 - 15 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/default/2022/08/16/images/166063435762.jpeg
156,"Kỹ Thuật Viên Sữa Chữa ĐồngCty Cổ Phần Ô Tô Việt Hàn","Cty Cổ Phần Ô Tô Việt Hàn","Thủ Đức, Hồ Chí Minh",21-02-2024,"1 năm kinh nghiệm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
157,"Remote Backend Software Engineer (Python/NoSQL)",Shodan,"Hồ Chí Minh",18-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
158,"Phó Giám Đốc Phụ Trách BIM Của Phần Công Trình Xây Dựng (Civil Works)","Công Ty Cổ Phần Tập Đoàn Đèo Cả","Hà Nội; Hồ Chí Minh",31-12-2023,"4 năm","Phó Giám Đốc","30 - 40 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______8c00b59eef8088d560cd9cb8825e757e.png
159,"Phó Giám Đốc Phụ Trách BIM Của Phần M-E-P","Công Ty Cổ Phần Tập Đoàn Đèo Cả","Hà Nội; Hồ Chí Minh",31-12-2023,"4 năm","Phó Giám Đốc","30 - 40 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______8c00b59eef8088d560cd9cb8825e757e.png
160,"Full-Stack Software Engineer","Công ty công nghệ EFAS","Hà Nội; Hồ Chí Minh",21-12-2023,"3 năm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
161,"Nhân Viên Phát Triển Kinh Doanh (Business Development Executive)","Công Ty TNHH Công Nghệ Innomize",TP.HCM,30/11/2023,"Yêu cầu kinh nghiệm","2 tháng","7 - 18 triệu","Đại học",https://cdn1.vieclam24h.vn/images/employer_avatar/2021/09/06/images/163091959012.jpeg
162,"Hasaki System Engineer","Công Ty Cổ Phần Hasaki Beauty & Clinic",TP.HCM,16/12/2023,"Yêu cầu kinh nghiệm","Chuyên gia","15 - 45 triệu","Trung cấp","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/11/15/Thiết kế chưa có tên (89)_170003854694.png"
163,"Business Development Executive","Công Ty Cổ Phần Công Nghệ Var Meta","Hà Nội",30/11/2023,"Yêu cầu kinh nghiệm","2 tháng","7 - 15 triệu","Cao đẳng",/img/vieclam24h_logo_customer.jpg
164,"Viettel Kiên Giang -  Nhân Viên Kinh Doanh Giải Pháp CNTT","Viettel Kiên Giang","Kiên Giang",16/12/2023,"Yêu cầu kinh nghiệm","2 tháng","10 - 20 triệu","Đại học","https://cdn1.vieclam24h.vn/images/employer_avatar/2023/03/31/lg vt_168025561073.jpg"
165,"Nhân Viên Thiết Kế Đồ Họa / Graphic Designer","Công Ty Cổ Phần Irace",TP.HCM,07/12/2023,"Yêu cầu kinh nghiệm","2 tháng","10 - 15 triệu","Chứng chỉ",https://cdn1.vieclam24h.vn/images/employer_avatar/2023/11/23/9545e4ceee8547db1e94_170070688021.jpg
166,"Senior Software Engineer (Python/ Golang/ NodeJS)","Athena Studio","Tân Bình, Hồ Chí Minh",27-11-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______4053819118a9a970b9f4e761f0ee3a72.png
167,"Senior Embedded Software Engineer (C++) - US Client","HCL Vietnam Company Limited","Bắc Từ Liêm, Hà Nội",24-11-2023,"Đang cập nhật","Nhân Viên",730,"Đang cập nhật",/images/no_company.png
168,"Cộng Tác Viên Kinh Doanh Phần Mềm Quản Lý Bán Hàng","Công Ty Cổ Phần Công Nghệ Sapo","Hà Nội",21-12-2023,"Không yêu cầu kinh nghiệm","Nhân Viên","7 - 10 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______89ccd0719f527b32cbf472f8b28e7e57.jpg
169,"Chuyên Viên Kinh Doanh B2B Phần Mềm Quản Lí","CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM","Hà Nội",30-12-2023,"Dưới 1 năm","Nhân Viên","10 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______a8b2e9f1fd8ae66b0cbd6e32d5a49a2c.jpg
170,"Nhân Viên Kinh Doanh Phần Mềm - Đi Làm Ngay - Thu Nhập Từ 8 Triệu - 35 Triệu / Tháng","CÔNG TY CỔ PHẦN HOSCO VIỆT NAM","Hà Nội",20-12-2023,"1 năm","Nhân Viên","8 - 35 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______0638e73c71305c4be9a0c624b7d18e6c.jpg
171,"Nhân Viên Thiết Kế Nội Thất (Ngành Gỗ)","Công Ty TNHH Scansia Pacific","Đồng Nai",30/12/2023,"Yêu cầu kinh nghiệm","2 tháng","12 - 20 triệu","Đại học",https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/05/12/3288969_vieclam24h_1589249422.png
172,"Nhân Viên Kỹ Thuật","Công Ty TNHH Thiết Bị Btn Việt Nam","Hà Nội",15/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","5 - 12 triệu","Trung cấp",https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/5b17f58182b36dd71b25e17bfda8ac6a_5ad57018030bb_1523937304.png
173,"Website Development Executive","Công Ty TNHH MTV Thương Mại Truyền Thông Nd","Hà Nội",01/12/2023,"Yêu cầu kinh nghiệm","2 tháng","9 - 13 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2022/08/23/images/166124467722.jpeg
174,"Kỹ Sư Lập Trình","Công ty TNHH Công nghệ Việt","Hà Nội",30/11/2023,"Yêu cầu kinh nghiệm","02 tháng","15 - 25 triệu","Đại học",https://cdn1.vieclam24h.vn/images/default/2023/07/04/512x512bb_168844658970.jpg
175,"Nhân Viên Kinh Doanh","Công Ty TNHH Phát Triển Và Ứng Dụng Công Nghệ Tin Học Hitech","Thanh Hóa",09/12/2023,"Yêu cầu kinh nghiệm","1 tháng","10 - 20 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2018/03/04/1520097335_images.png
176,"Nhân Viên Tư Vấn Chốt Đơn Phần Mềm","Công ty TNHH Mediastep Software VN","Hà Nội",20-12-2023,"Dưới 1 năm","Nhân Viên","8 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/03/29/2023_03_29______d5607e2a8f1addb5ec563965c4b80b99.png
177,"Nhân Viên Tư Vấn Phần Mềm (Được Đào Tạo)","CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM","Hà Nội",21-12-2023,"Dưới 1 năm","Nhân Viên","15 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______a8b2e9f1fd8ae66b0cbd6e32d5a49a2c.jpg
178,"KỸ THUẬT PHẦN CỨNG MÁY TÍNH – MẠNG –MÁY IN","CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HỒNG HÀ","Quảng Ngãi",29-12-2023,"Dưới 1 năm","Nhân Viên","Cập nhật","Trung Học",/images/no_company.png
179,"Nhân Viên Kinh Doanh / Tư Vấn Phần Mềm Bán Hàng","CÔNG TY TNHH MEDIASTEP SOFTWARE VIỆT NAM","Hà Nội",14-12-2023,"1 năm","Nhân Viên","10 - 30 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______a8b2e9f1fd8ae66b0cbd6e32d5a49a2c.jpg
180,"IT Quản Lý Phần Mềm/Phần Cứng","CÔNG TY TNHH SAMSUNG ELECTRONICS VIỆT NAM","Hà Nội",04-01-2024,"Trên 1 năm","Nhân Viên","18 - 25 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/09/2023_02_09______035ae1309b744a25618dec8c724f6f44.jpeg
181,"Nhân Viên IT Support/ Helpdesk - Phần Cứng","CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT HẢI NAM","Phan Thiết, Bình Thuận",28-12-2023,"Trên 1 năm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______44b9cc449debef3468924b81bdb678dd.jpg
182,"Nhân Viên Triển Khai Phần Mềm","Công Ty TNHH Dosoftpro","Quận 2, Hồ Chí Minh",25-12-2023,"Không yêu cầu","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
183,"Trưởng Chuyền Sản XuấtCông ty Cổ phần Đầu tư VJC","Công Ty Cổ Phần Đầu Tư VJC","Bắc Ninh",21-02-2024,"1 năm kinh nghiệm","Nhân Viên","13 - 15 triệu","Đang cập nhật",/images/no_company.png
184,"Mobile Software Engineer (React Native/ iOS/ Android)",IDealogic,"Quận 3, Hồ Chí Minh",27-11-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
185,"Thực Tập Sinh Hỗ Trợ Kinh Doanh","Công Ty Cổ Phần Đầu Tư Thương Mại Và Phát Triển Công Nghệ FSI",TP.HCM,25/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","1 - 2 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5d8064781f7a1_1568695416.png
186,"Thực Tập Sinh Kỹ Thuật","Công Ty TNHH Thương Mại Và Công Nghệ A To Z","Hà Nội",10/12/2023,"Yêu cầu kinh nghiệm","Chuyên viên- nhân viên","3 - 6 triệu","Cao đẳng",https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/0fd5a950ae837667820fb41495aa4642_1523608462_logo.png
187,"Nhân Viên IT Và Web (Phần Cứng)","Công Ty TNHH Synopex Việt Nam","Bắc Ninh",20-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______f5c0a777116956e99b462360e2d01976.jpg
188,"Principal Software Engineer (PHP/NodeJS)","Global Fashion Group","Quận 4, Hồ Chí Minh",20-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
189,"[H&A] C++ Software Engineer","LG Electronics Development Vietnam (LGEDV)","Nam Từ Liêm, Hà Nội",13-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
190,"Software Engineer (JS/C,C++/PHP/Java/HTML/Linux)","Samsung Electronics HCMC CE Complex","Thủ Đức, Hồ Chí Minh",27-12-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
191,"Bridge Software Engineer (Golang, Java, Japanese N2)","MONEY FORWARD VIETNAM CO.,LTD","Đống Đa, Hà Nội",30-11-2023,"Đang cập nhật","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
192,"[Cần tuyển] marketing sàn Hà Nội mức lương 4 - 6 triệu","Quynh Anh","Hà Nội",19-12-2023,"Đang cập nhật","Nhân Viên","4 - 6 triệu","Đang cập nhật",/images/no_company.png
193,"[Quận 10] Cần tuyển nhanh content marketing","Vi Thư","Quận 10, Hồ Chí Minh",02-01-2024,"2 năm kinh nghiệm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
194,"Phó Phòng Marketing (Mạnh Content, Thiết Kế)","Công ty cổ phần OHF","Cầu Giấy, Hà Nội",31-12-2023,"1 - 2 năm","Nhân Viên","17 - 25 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______19b611dfedb11308a678ef3a22f2e46a.jpg
195,"Nhân Viên Digital Marketing","Công Ty Cổ Phần Kinh Doanh Thương Mại Điện Tử VNE","Cầu Giấy, Hà Nội",15-01-2024,"Dưới 1 năm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______34343ae7ecd421bd4d4bfa95e3bc9230.jpg
196,"Nhân Viên Marketing Mảng Công Nghệ AI Và Robots","CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẤT VIỆT","Thanh Xuân, Hà Nội",28-12-2023,"1 - 2 năm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
197,"Trưởng Nhóm Marketing","Công Ty Cổ Phần Sơn Danifor Việt Nam","Hoàn Kiếm, Hà Nội",23-12-2023,"1 - 2 năm","Nhân Viên","15 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/11/17/2023_11_17______f532559551ab2fdd9ccf946661e646dc.jpg
198,"Thực Tập Sinh Tiếp Thị (Marketing Intern)","SEAMT co., Ltd","Đống Đa, Hà Nội",17-12-2023,"Không yêu cầu","Nhân Viên","1000 - 3000 nghìn/tuần","Đang cập nhật",/images/no_company.png
199,"Nhân Viên Marketing Ads (Lương Từ 10 - 15TR)","Công Ty TNHH Grace Box","Quận 3, Hồ Chí Minh",13-01-2024,"1 - 2 năm","Nhân Viên","10 - 15 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/07/31/2023_07_31______3b5c4ef9cc4d49d4281510a0700b440b.jpg
200,"Digital Marketing (Thu Nhập Từ 15 - 20TR)","Công ty TNHH Tập đoàn Bệnh viện thẩm mỹ JK Nhật Hàn","Quận 1, Hồ Chí Minh",14-01-2024,"Trên 1 năm","Nhân Viên","15 - 20 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/04/13/2023_04_13______53681d85de15af3941175f7108fbcead.jpg
201,"Marketing Design","Công ty cổ phần Quốc tế Battech","Hoàng Mai, Hà Nội",04-01-2024,"2 - 5 năm","Nhân Viên","10 - 15 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______ea62bb8bf5286cad0c5246470a9cc3a8.jpg
202,"Nhân viên Marketing","Công Ty CP Thiết Bị Chuyên Dụng Và Chuyển Giao Công Nghệ","Hà Đông, Hà Nội",02-01-2024,"Dưới 5 năm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/11/06/2023_11_06______6c379cdc2fc6436452b6626fecc35cbc.jpg
203,"Nhân Viên SEO Marketing","Công Ty TNHH Sản Xuất Thương Mại Và Xuất Nhập Khẩu Gia Khánh","Đống Đa, Hà Nội",22-01-2024,"Dưới 1 năm","Nhân Viên","9 - 12 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/04/20/2023_04_20______db2763f28d9e3dd9b2f81c5934ec0804.jpg
204,"Nhân Viên Digital Marketing","CÔNG TY TNHH BỆNH VIỆN RĂNG HÀM MẶT THẨM MỸ PARIS","Hai Bà Trưng, Hà Nội",11-12-2023,"Trên 2 năm","Nhân Viên","13 - 15 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/03/15/2023_03_15______a77f8d08415dd34ff35132cbf782ec6f.jpg
205,"Trưởng Nhóm Content Marketing","Công ty cổ phần OHF","Cầu Giấy, Hà Nội",10-01-2024,"1 - 2 năm","Nhân Viên","15 - 17 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/02/07/2023_02_07______19b611dfedb11308a678ef3a22f2e46a.jpg
206,"Nhân Viên Kinh Doanh Sales - Marketing Tại Đà Nẵng","Công Ty TNHH MTV Thiết Kế Và Xây Dựng Hạt Studio","Ngũ Hành Sơn, Đà Nẵng",07-01-2024,"1 - 3 năm","Nhân Viên","6 - 10 triệu","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/04/03/2023_04_03______fa85a5e61b61120499d9c8084d0d9c4b.jpg
207,"Nhân Viên 3 Digital Marketing,","CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN MINGROUP","Biên Hòa, Đồng Nai",05-01-2024,"Đang cập nhật","Nhân Viên","5 - 8 triệu","Đang cập nhật",/images/no_company.png
208,"3 Bạn Content Marketing","CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN MINGROUP","Biên Hòa, Đồng Nai",06-01-2024,"Đang cập nhật","Nhân Viên","5 - 7 triệu","Đang cập nhật",/images/no_company.png
209,"Nhân Viên Content Marketing Ô Tô","Công ty Cổ phần AHCOM Việt Nam","Long Biên, Hà Nội",31-12-2023,"Từ 6 tháng","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/03/03/2023_03_03______0ddab24f29a28a7bf0f73a9ebce2a34e.jpg
210,"Chuyên Viên Digital Marketing","Trim Solutions Group","Thủ Đức, Hồ Chí Minh",20-12-2023,"Từ 1 năm","Nhân Viên","Cập nhật","Đang cập nhật",/images/no_company.png
211,"Nhân Viên Content Marketing","CÔNG TY TNHH SX VÀ XNK AD-MART","Nam Từ Liêm, Hà Nội",21-12-2023,"Từ 1 năm","Nhân Viên","Cập nhật","Đang cập nhật",https://cdn1.123job.vn/123job/uploads/2023/07/31/2023_07_31______67cfcb047077dcdbdab366354af76389.jpg
